,,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability,Level 2 label,Level 2 probability
,UgwkgURF4BHGbdsf3qx4AaABAg,David Eilering,4 weeks ago,1.51077E+12,"I wish the commentators on TYT would learn that the Federal government creates money and does not borrow money like a business or a household.  Treasury instruments (bonds etc) are savings accounts similar to a CD at your bank.  You buy a bond for $1000 and when it matures you get your $1000 back plus interest.  That interest is created money by the treasury.  The real debate is how and where the money is spent.",0,FALSE,0,,,,,,,/Negative/Anger/,Negative,0.561,Anger,0.267
,UgwGzg6gPx22QHINzw54AaABAg,Paper Problem,4 weeks ago,1.51077E+12,why do you make it seem only the right takes bribes. both sides. all sides. 90% of these politicians take bribes. the media (including you) take bribes. money makes the world go round.,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.478,Worry,0.265
,UgyUsKaoOHZDlYyFhHh4AaABAg,Stoop Solo,4 weeks ago,1.51077E+12,"Oh, you've ""had enough"" have you, Cloobeck? You've certainly had enough tax cuts, you spoiled brat.",1,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.416,Surprise,0.543
,UgyY8AlTIc2lsy_UbKd4AaABAg,Mikayla Bansie,4 weeks ago,1.51077E+12,"'Arm the Poor'         -Rage against the     Machine. TomMorello_�_�guitar",0,FALSE,0,,,,,,,/Negative/Sadness/,Negative,0.776,Sadness,0.259
,Ugx_YajsXSqg6zsWicx4AaABAg,deadasfak,4 weeks ago,1.51077E+12,"""We should be the party of business and leadership"" - This dude should just join the republicans.",0,FALSE,0,,,,,,,/Positive/Enthusiasm/,Positive,0.477,Enthusiasm,0.387
,UgwINIRZF09ennVF6694AaABAg,flaviolozoya,4 weeks ago,1.51077E+12,It will all stop when they take so much that it collapses the system and they find their money evaporated into thin air when bank after bank collapses leaving them with only the clothes they are wearing. REMEMBER THIS HAS HAPPEN,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.505,Worry,0.236
,Ugwv1wU4kj6lqMai7Tt4AaABAg,Kitty S,4 weeks ago,1.51077E+12,And where's his neck? _���,1,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.402,Surprise,0.725
,UgwjWvUBKWUv_GhkFSl4AaABAg,David Bartlett,4 weeks ago,1.51077E+12,"Democracy has gone from ""one man, one vote"" to ""one dollar one vote"", in other words, we don't have a true democracy anymore!",1,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.594,Surprise,0.523
,UgxZmfWX2MEcWa_H5pd4AaABAg,Kitty S,4 weeks ago,1.51077E+12,Why does he look like more bloated version of Alex Jones ...._��_,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.526,Worry,0.273
,UgyQF-b-eflrenfjlDV4AaABAg,Stephen Anthony,4 weeks ago,1.51077E+12,Too bad that you can't change the Democratic party from within. It changes the progressive from within. Unless you think every corporatist went into it as a corporatist...,0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.576,Hate,0.223
,UgzffNUHwOcQTOX0NDx4AaABAg,Tony H,4 weeks ago,1.51077E+12,"So being aspirational means you cant pay your fair share in taxes while the middle class pays for your mistakes? Great. Gotcha.Remind me to vote 3rd party next time!",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.406,Worry,0.24
,UgxmU7wR5MUiaS8gxEB4AaABAg,Cory Green,4 weeks ago,1.51077E+12,"Look at the brass balls on this guy. I'll take my ball and go home...cry baby millionaire wants another tax break, while local/state income tax is counted against middle class people for federal purposes. Kindly GTFOH! _���",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.452,Worry,0.244
,Ugxdp3zHp9Z1GeEH0Qp4AaABAg,Alistair Ormsby,4 weeks ago,1.51077E+12,"In the first clip, Cloobek claims that he didn't start with anything, yet he went to a private university that charges more than I've made in a year for tuition... It's possible that he had scholarships & aid, but I can't find that out.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.535,Worry,0.268
,UgxHDu5ujmxVEWUxRsx4AaABAg,Stephen Anthony,4 weeks ago,1.51077E+12,Time for a 3rd party!,1,FALSE,0,,,,,,,/Positive/Fun/,Positive,0.508,Fun,0.272
,UgwaYV7R7lkp7sT71vV4AaABAg,guylandry1992,4 weeks ago,1.51077E+12,"At least it shows that the Democrats on some level see how wrong it is, they speak of it to the extent that it pisses off the donor. Can't say that with the GOP.How else would they play against the GOP when we know that most corporations and the wealthiest are with the GOP?And the part about them having the same donors isn't accurate. The Democrats have some of the rich with them, enough to count on one hand...maybe a couple of finger more, but the GOP have been giving them blowjobs forever.And clearly the Democrats didn't yield, otherwise he wouldn't be saying it on TV. Why do you think they say nothing against the GOP?Because the GOP has yielded.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.694,Worry,0.233
,UgzITnp9_DZnsDldN1V4AaABAg,SCBJQ,4 weeks ago,1.51077E+12,"So these asshole billionaires finally told us, as a fact, what many of us have suspected for a long time. Our country is not a democracy; it's an oligarchy.",7,FALSE,0,,,,,,,/Negative/Anger/,Negative,0.485,Anger,0.28
,Ugz2S6fhToKve0kGKWx4AaABAg,Titken Toft,4 weeks ago,1.51077E+12,This is rich coming from Cenk. He helped get Trump elected as much as Hannity. All the stupidity of the Trump administration is on Cenk as much as Hannity. Putin wants the democrats splitted like this forever and Cenk is doing Putins bidding.,0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.491,Hate,0.236
,UgwK7so4ZIXfMzDoyLZ4AaABAg,Michelle M,4 weeks ago,1.51077E+12,"yaaas, cenk !",0,FALSE,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
,UgxRoN3hdNPVhIFqbTl4AaABAg,Quique,4 weeks ago,1.51077E+12,"Main Stream Media is complicit as well becuase they provide plausibly deniability to the current corruption which is destroying our country & the middle class by pointing out isolated examples where a large donor gave bribes money to a specific politician or party & point out that they did not get what. And the worst part is when the debt increases the GOP will attempt to slash & burn medicaid, medicare, SSI, etc. which is their ultimate goal.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.541,Worry,0.247
,UgwyBN1NYC9ALp77JDZ4AaABAg,Amos Soma,4 weeks ago,1.51077E+12,"Cenk, do your big buck donors know your cell phone number? If they call you and want something, what are their chances of getting it?  If they ask for something you don't like, you going to tell them to go f**k themselves?  Even Mark Twin knew that American politics are as crooked as a dogs hind leg but you make it sound like you're so pure.  Yeah, right!!",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.379,Worry,0.253
,UgxTk3cgvEzxK0uYC1B4AaABAg,ZCorp Alpha,4 weeks ago,1.51077E+12,��� Why is success put in a negative ��� light _��� ? ���,1,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.531,Surprise,0.665
,UgwjM5YLxv8bhXRy96d4AaABAg,Estragon17,4 weeks ago,1.51077E+12,"I guess he needs more money so he can buy a neck... Or at least some decently fitting clothes.  Otherwise, why does he need even more money?",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.491,Worry,0.244
,UgzOVDkZdS04b9kafU94AaABAg,Tchort Six Six Six,4 weeks ago,1.51077E+12,Fake news from al jazeera puppets the young turds.,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.523,Surprise,0.506
,Ugycx8GMLlDnuGgb2Tx4AaABAg,philajfran,4 weeks ago,1.51077E+12,All that money and he can't buy a neck.,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.611,Worry,0.237
,Ugyapxbta8HDKwOF8zh4AaABAg,4BetaMale2,4 weeks ago,1.51077E+12,"Bernie proved we ""don't need"" the Billionaire's to give money to candidates! We just need candidates that people are willing to donate money to, like Bernie was!",1,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.455,Worry,0.227
,Ugza1YqT4irt9pw3jMB4AaABAg,No Way,4 weeks ago,1.51077E+12,"You guys missed who this guy is.  Stephen Cloobeck isn't going to stop giving money as long as money buys influence.  This guy made $100,000 selling timeshare, maybe the most despised industry in the country.  If the pendulum swings back towards regulation and consumer protection,  guys like Cloobeck quit being able to con people.  This guy when you hear him talk gives off that used car salesman,  I-just-stepped-a-snake, skin-crawling feeling.  It's because he's a snake.  Diamond Resorts is a timeshare company, more proof that people with a 100 million dollars who arent' inventors or guitar players are most likely creeps.  Taxes used to be 90% on people like Cloobeck.",16,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.557,Hate,0.25
,UgyPMcIzttUU1DnsovZ4AaABAg,Trish Truitt,4 weeks ago,1.51077E+12,"Cenk: Please, please talk more about RCV (Ranked Choice Voting) and how it can open up our elections to alternate parties without a spoiler factor!",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.557,Worry,0.253
,UgzD5W-PkpwfrSXg3Bl4AaABAg,Wolf 1133,4 weeks ago,1.51077E+12,"Does this guy Cloobeck, remind anyone else of Alex Jones? It's like his cousin or something lol",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.421,Worry,0.264
,Ugxp4m8O6IcOup6GFkt4AaABAg,Jon Coda,4 weeks ago,1.51077E+12,This is highly disturbing... He's so emboldened that he doesn't even try to hide it at all?,2,TRUE,2,,,,,,,/Negative/Boredom/,Negative,0.556,Boredom,0.271
,,,,,,,,,Ugxp4m8O6IcOup6GFkt4AaABAg.8Zx94wDpZH78Zy3kIBN6lN,ashitakaharuo,4 weeks ago,1.51077E+12,"it's an open secret, isn't it? everybody knows it, but nobody points it out. US government is as corrupt as they come and that is the one thing that's bipartisan. and it's not even against the law. i'm shocked that people are shocked. didn't you know that?",2,/Negative/Anger/,Negative,0.489,Anger,0.259
,,,,,,,,,Ugxp4m8O6IcOup6GFkt4AaABAg.8Zx94wDpZH78ZzK5aLbaL0,Jon Coda,4 weeks ago,1.51077E+12,Absolutely. ��This is still the first donor I've ever seen come on TV and say openly that if these politicians don't do what he wants that he's going to cut off their money. ��The corruption is well known. ��The boldness of this individual is a bit jarring.,1,/Negative/Worry/,Negative,0.544,Worry,0.248
,UgyoU7kCTi1cGPsYfWN4AaABAg,Stephane Labossiere,4 weeks ago,1.51077E+12,This is why I'm going into politics...to cut this shit once in for all. It's about the voters yet you wonder why this country is experiencing so many disparities.,5,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.674,Worry,0.22
,UgzkOpu2pzxcTO8JIyN4AaABAg,Jaguar Rose,4 weeks ago,1.51077E+12,Gross,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.494,Surprise,0.507
,UgxOcXPr5FKoNmQt2z14AaABAg,spaceshipearth999,4 weeks ago,1.51077E+12,The piece of shit cenk is finally right about something.,0,FALSE,0,,,,,,,/Negative/Anger/,Negative,0.34,Anger,0.231
,UgxhnYT-HZ-t0QLLuHh4AaABAg,Denise Bensusan,4 weeks ago,1.51077E+12,"Cenk, excellent commentary.",0,FALSE,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.39,Empty tweets / Garbage / No sentiments,0.559
,UgwW8AID6nDXWya0hL14AaABAg,NextDoor714,4 weeks ago,1.51077E+12,This douche was on Undercover Boss and he was creepy af.,0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.406,Hate,0.242
,UgxUYHyXSHAOeqIon854AaABAg,Kyle Church,4 weeks ago,1.51077E+12,"I officially have a man crush Cenk, go get em' buddy!",0,FALSE,0,,,,,,,/Positive/Enthusiasm/,Positive,0.384,Enthusiasm,0.258
,UgzlqV-t7aXLLj-v99x4AaABAg,Peter Hockley,4 weeks ago,1.51077E+12,"""I'll leave The Party."" Don't let the doorknob hit your arse on the way out!",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.381,Worry,0.238
,UgwFEBQuIk_XEAHD6BR4AaABAg,Iseebichan,4 weeks ago,1.51077E+12,"""Waaaaah don`t call me a billionaire! It`s hard having so much money! I might only get to go on vacations four times a year instead of five and lose my ridiculous sunglass tan line""",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.544,Worry,0.242
,UgyahZLJdyVIS6fbiuV4AaABAg,Pamela Barnes,4 weeks ago,1.51077E+12,So he gone cry,0,FALSE,0,,,,,,,/Negative/Sadness/,Negative,0.781,Sadness,0.32
,UgyTg-Ka5mS43KcaVwV4AaABAg,Jaded Pony,4 weeks ago,1.51077E+12,Joe Biden running on a pro-tpp platform is a direct result of how upset the donors are. The DNC knows he can't win but he's there to keep the donors happy.,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.566,Worry,0.222
,UgwA3FvKe-V4Sdj-XFB4AaABAg,Ted cox,4 weeks ago,1.51077E+12,"I'm so glad he donated all that money to the Democratic Party. It worked so well.  Wait, just a second, even with all of your donations, she still lost. It wasn't billionaire donor money that put Trump in office either. Stupid asshole. You're out fat boy, but not because you say so, but because we say so. You shall see.",0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.548,Hate,0.23
,UgzKuqYcsA5jXCD-wcR4AaABAg,Edward Maxwell,4 weeks ago,1.51077E+12,"HELL YEAH TAKE HIM DOWN CENK!!!Eat the Rich/Millionaires/Billionaires",0,FALSE,0,,,,,,,/Negative/Boredom/,Negative,0.433,Boredom,0.236
,UgxD1Q7PfyzmimIE0dF4AaABAg,Jeremiah Kivi,4 weeks ago,1.51077E+12,lol Dems take even more money. TYT is nothing more than a hypocritical mouthpiece for the alt-left.,0,FALSE,0,,,,,,,/Positive/Fun/,Positive,0.383,Fun,0.248
,UgwIkusEFELTu5Pjw3B4AaABAg,poppaDehorn,4 weeks ago,1.51077E+12,"no person or entity(corporations, super pacs, etc.) can give more than $1000(or anything of equivalent value) to any number of politicians per election cycle. boom fixed.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.471,Worry,0.249
,UgwvxjGUM1BVB4nD35B4AaABAg,Diogenes Laertius,4 weeks ago,1.51077E+12,"""We need a middle ground"" he says. Yeah, HIS middle ground. LMFAO!! YOU TOOK CORPORATE MONEY SINK!!...amongst a blackout of the source. Traitorous hypocrite. You also give orders cenk. Immigration, muzlambs and The Second Amendment.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.465,Worry,0.252
,UgyFqt2oCBwEdZ8YFnN4AaABAg,Sebastian Price,4 weeks ago,1.51077E+12,That shit is crazy. He went on tv and bragged about telling them he'll cut the money off... I don't know what to say.... This shit is crazy,0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.747,Hate,0.255
,Ugzq5YJGw9HHOjKqSZF4AaABAg,D Washington,4 weeks ago,1.51077E+12,"Wow.. the amount of down right degenerate behavior in the dominant society is unreal!! Not to mention how citizens are so ignorant of what is actually going on, nothing will ever change! I wonder if any ordinary citizen can access these same people the millionaires pick up the phone and speak with at ease!!",0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.386,Surprise,0.832
,UgxHKOUJ3RCFT_I4UUJ4AaABAg,Libertarian Ish,4 weeks ago,1.51077E+12,"Stephen Cloobeck should leave the Democratic Party..I don't understand why he is giving the Democratic Party money...The Democratic Party always is against Tax cuts & economic growth...Even the so called ""Moderate"" Democrat Chuck schumer want's single payer...",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.626,Worry,0.255
,UgxAjIfTC-gUtCWz_sh4AaABAg,CHUCK THOMAS,4 weeks ago,1.51077E+12,"Boy there is such a disconnect b/t me and these guys sometimes. I thought that guy seemed completely reasonable, never heard him threaten anyone..",0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.454,Hate,0.247
,UgyhTSFukxOqngqAyMx4AaABAg,Diogenes Laertius,4 weeks ago,1.51077E+12,..you took 20 million dollars and we dont even know where it came from. The rules dont apply yo you stink? Hypocrite. Traitor. How much of a tax cut are you going to get stink? You're gonna take it...arent you? Your railing against tax cuts that YOU are going toget. What a big brown buffalo you are. Tell us how you are going to refuse that tax cut stink.,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.363,Surprise,0.674
,UgwZg3dkNTZhCmp8IJt4AaABAg,Joey Sanchez,4 weeks ago,1.51077E+12,Thats the guy from Undercover Boss,0,FALSE,0,,,,,,,/Positive/Fun/,Positive,0.338,Fun,0.242
,Ugx54Txq2dwqkY6gGOd4AaABAg,Scott Jordan,4 weeks ago,1.51077E+12,There is a glitch in the audio where it cuts out completely. Can anyone tell me what term this turbodouche told the Dems not to use anymore?,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.509,Worry,0.221
,UgxORtfNE9IWzYLOUKZ4AaABAg,Marinda Kay,4 weeks ago,1.51077E+12,It's already too late for them. They can't buy votes anymore now that the American public is finally becoming informed. All that money can't get them their way for much longer.,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.64,Worry,0.234
,Ugz8JhMiQ42eEV4QnmN4AaABAg,Lanwarder,4 weeks ago,1.51077E+12,"That's the problem with the very limited attention span in our society. The point is that there's nothing wrong with millionaires and billionaires as long as they are willing to pay their faire share (which should be considerably more than people who struggle to make ends meet...and which will not stop them from leading an incredibly more comfortable life style.). That being said, in a 8 seconds quote on the evening news, it's easy for the democrats to sound like they actually have something against rich people period.....Which of course is all but true.",0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.346,Surprise,0.84
,Ugy15chqbcavQnlskCF4AaABAg,Oleg Kozlovskii,4 weeks ago,1.51077E+12,I love how billionaires think that they made all these money themselves. It is not like they are taking advantage of middle-class workers by paying them a dime for every dollar their work is worth.,0,FALSE,0,,,,,,,/Negative/Anger/,Negative,0.64,Anger,0.216
,UgztXvlKYydueyF4o9J4AaABAg,Jan Panhuis,4 weeks ago,1.51077E+12,"Stephen Cloobeck , your a fat rich .......... , go to the Rep ................. we do not need your Piggy bank if you give away 4 Mil , and want 8 Mil back .........................?!",0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.565,Hate,0.268
,Ugzx55FrHZNpxH-GWQ54AaABAg,T Biz,4 weeks ago,1.51077E+12,TELL EM'  !,0,FALSE,0,,,,,,,/Positive/Enthusiasm/,Positive,0.465,Enthusiasm,0.275
,Ugw6CMR7ngahMsZBFMZ4AaABAg,Dom Douse,4 weeks ago,1.51077E+12,eat the rich!!,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.365,Worry,0.239
,UgxR9BOxzPZ5MPspZYh4AaABAg,Aaron Smith,4 weeks ago,1.51077E+12,Individual people should be the only entity allowed to donate. Max donation should not exceed the gross sum of a federal minimum wage 40 hour work week.,0,FALSE,0,,,,,,,/Positive/Enthusiasm/,Positive,0.375,Enthusiasm,0.363
,UgwKN1ghz7wcPGvfZMp4AaABAg,Jonathan Hijlkema,4 weeks ago,1.51077E+12,Nice to see TYT also focusses on what matters from time to time :-),0,FALSE,0,,,,,,,/Positive/Relief/,Positive,0.663,Relief,0.305
,UgzhaB2MhORCD_3wPMl4AaABAg,Michael Borneman,4 weeks ago,1.51077E+12,"He's mad, he bought influence and Trump won somehow.  I'm sure he wishes he had have thrown money at Trump last year to.",0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.382,Surprise,0.792
,UgzauTd7PhuXWCLpp_p4AaABAg,Johnny B,4 weeks ago,1.51077E+12,"Don�۪t hold back Cenk, tell us how you really feel lol. Wish our politicians had similar passion for what is clearly the right thing to do for their constituents.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.388,Worry,0.267
,UgwgYtpxf1RB5WFQ_Mt4AaABAg,Next September,4 weeks ago,1.51077E+12,"It's really no surprise... His whole business model is based on taking money from middle class families and putting it into his pocket. He sells b.s. timeshares at resorts around the world under the false promise that buying a fictitious piece of property from him will promote vacationing/time off and work/life balance... And in return,��you get to pay him fees in perpetuity... FOREVER... And that's in addition to up-front purchase costs that amount to roughly the purchase��of a new car.��So why would we be shocked that a con-man wants to retain the right to con?",0,FALSE,0,,,,,,,/Negative/Sadness/,Negative,0.612,Sadness,0.251
,UgwI4A8rzg3wFqH_wEF4AaABAg,Blastermaster1942,4 weeks ago,1.51077E+12,This is the chance for everyone in Washington: call the rich�۪s bluff. They can either put up and withdrawal their contributions or shut up and do as much as they can while their taxes go up,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.425,Worry,0.251
,UgwOf6KHNmKoxCUm9QJ4AaABAg,Dwayne White,4 weeks ago,1.51077E+12,"Here would be my response: ""Get to steppin' 'cause I you think you're getting reamed right now; wait until I get through with you. I'm going to tax the hell out of you, and you're not going to get a single government contract. And since you love capitalism so much; no more corporate welfare. That's right. Corporate bailouts; gone. Now, do you want to keep talking smack and push for a 100% estate tax? Yeah. Let's see how far you're punk-ass kids get when they have to start at the bottom like everyone else.""In fact, here's how it should be. Get rid of income tax altogether and have a 100% estate tax on everyone. When you die, everything goes right back to the government. Everyone starts at the bottom and works their way up.  I know that their are even liberals who would be opposed to that, but hey, you never pay another dime in income taxes.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.579,Worry,0.233
,UgylbRpytSMFCkwQGEZ4AaABAg,E K,4 weeks ago,1.51077E+12,"Just one reason why the US is not the ""best"" democracy in the world , nor are they the leaders of democracy in the world. To the US, stop saying so! Change your ways, make  your system better, cause in fact, it really really sucks and very harmful to your society.",0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.481,Hate,0.26
,UgxxVSxy_XEsGearHjJ4AaABAg,DucksDoctor,4 weeks ago,1.51077E+12,"108 dislikes, 108 people defending the billionaire class. And are pro-establishment and corruption.",0,FALSE,0,,,,,,,/Negative/Anger/,Negative,0.458,Anger,0.211
,UgzB9qBPYsLJ5kXv0yl4AaABAg,sympaticosympatico,4 weeks ago,1.51077E+12,This kind of media-led exposure is badly needed in Canada.,1,FALSE,0,,,,,,,/Negative/Boredom/,Negative,0.676,Boredom,0.225
,UgyEcXtTL8T_ClH4V7R4AaABAg,Kill Kill,4 weeks ago,1.51077E+12,"If anyone sees him,whip his assssss",0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.537,Surprise,0.663
,UgwvjbnXh5TzYlppA1x4AaABAg,wolfgang simons,4 weeks ago,1.51077E+12,"Why do you call these people !donors"" , TYT ? They are bribers, and should be named so. Call a spade a spade.",0,FALSE,0,,,,,,,/Negative/Anger/,Negative,0.455,Anger,0.453
,UgwPdWygnMsSIcQIPIJ4AaABAg,Scott Cox,4 weeks ago,1.51077E+12,"""I told them to stop it"". At least he knows who his employees are.",1,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.502,Surprise,0.751
,Ugx7X00MCuInSTW2K5R4AaABAg,Gordon Freeman,4 weeks ago,1.51077E+12,I'd love to bite his jowls.,0,FALSE,0,,,,,,,/Positive/Love/,Positive,0.666,Love,0.58
,UgzGRsOjJkqs2Smaplh4AaABAg,Get Real,4 weeks ago,1.51077E+12,"If there was no money there would be no politicians, can we replace them with machines ?i would say yes because all you would have to do is program the perimeters and the machine would figure out if there are tax cuts or  increase (we just need a calculator)",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.53,Worry,0.25
,UgzWghoR4V_pY1nUhR94AaABAg,Odi Gomez,4 weeks ago,1.51077E+12,Dam it only cost 2 million to buy a politician. I wonder what 4 million gets you . _�_�,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.396,Surprise,0.508
,UgxZKC0Y_K8MO-pIQd14AaABAg,Svabodan Pomiatnik,4 weeks ago,1.51077E+12,The pig should stop doing make up first :))),0,FALSE,0,,,,,,,/Positive/Enthusiasm/,Positive,0.489,Enthusiasm,0.361
,Ugw50imGFq0nVJVOxF14AaABAg,Stephen Paddock,4 weeks ago,1.51077E+12,Michelle Obama was Americas first laddy.,0,FALSE,0,,,,,,,/Positive/Enthusiasm/,Positive,0.387,Enthusiasm,0.266
,UgwR8wy3n21exXAE1I14AaABAg,San Jean,4 weeks ago,1.51077E+12,"Bernie Sanders would be like ""Man get your shit eating grin out my face! You stink!"" Lol",1,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.449,Hate,0.242
,UgwgoLIbNuzy7BGg2GF4AaABAg,HideousConformity,4 weeks ago,1.51077E+12,Cloobeck obviously needs to get a clue.,0,FALSE,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.45,Empty tweets / Garbage / No sentiments,0.63
,UgzdKaHRYnxXFSmML414AaABAg,Electrodude,4 weeks ago,1.51077E+12,"And the far left will take your power abuse away, no big donors in politics! Only small registered gifts form people.",0,FALSE,0,,,,,,,/Negative/Anger/,Negative,0.566,Anger,0.235
,UgznNY9J1UuCpaOos1h4AaABAg,Michael Colon',4 weeks ago,1.51077E+12,"""So much so that it would make me quit.""Okay, bub, quit.",0,FALSE,0,,,,,,,/Negative/Boredom/,Negative,0.35,Boredom,0.237
,UgxnqB0h-oxuwocqppN4AaABAg,HConstantine,4 weeks ago,1.51077E+12,"This Cloobeck--besides frequenting the same tanning salon as Trump--more closely resembles a chimpanzee than any other human being I've ever seen. It not just his face; he has some kind ow weird hulking posture, even when setting down, which screamed out he was uncomfortable walking erect.",0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.482,Surprise,0.597
,UgwvZjkaABgvfZYkH154AaABAg,Niccole A,4 weeks ago,1.51077E+12,We should be the party of business? How can The American people stop this? My congress rep is Eric Swalwell. And to be truthful I haven�۪t been checking on how he votes.,0,FALSE,0,,,,,,,/Positive/Enthusiasm/,Positive,0.428,Enthusiasm,0.349
,UgztP9GUpl_qHPPhQo94AaABAg,TurdFurgeson571,4 weeks ago,1.51077E+12,"It should be that this is the voice of but one of the Democrats' constituents in the sea of millions of constituents. Yet this guy has a voice on a national news outlet and they'll listen to him. Why? Because he's rich. The irony is, his use of wealth enables him to go on TV and decry people calling him what he is, a billionaire who uses that wealth to buy influence.",1,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.478,Hate,0.24
,UgxUgTgDa0QuzmECM_t4AaABAg,juan monge,4 weeks ago,1.51077E+12,OBEY ! ---- And grab your ankles while you're at it.,0,FALSE,0,,,,,,,/Positive/Happiness/,Positive,0.461,Happiness,0.238
,Ugw9hmFY2lNbIjlrZXV4AaABAg,James Walker,4 weeks ago,1.51077E+12,I don't know why these people think that they can buy THEIR WAY into HEAVEN and out of HELL.,0,FALSE,0,,,,,,,/Negative/Boredom/,Negative,0.491,Boredom,0.248
,Ugx61iT4GJQY9TBfWfR4AaABAg,El Guapo,4 weeks ago,1.51077E+12,This is what happens when you have a two party system,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.48,Worry,0.257
,UgxmKrti7WnyqRiepzh4AaABAg,ToastyBuff,4 weeks ago,1.51077E+12,Apparently millions can't buy you a neck....,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.579,Worry,0.254
,UgwT_I0OM9oaU-xQ6X14AaABAg,Kars Kars,4 weeks ago,1.51077E+12,It's okay to be White,1,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.362,Surprise,0.604
,UgwqiTaR1JdhumV0P5Z4AaABAg,manchesterblue2007,4 weeks ago,1.51077E+12,scum like this are buying the keys to the country,0,FALSE,0,,,,,,,/Negative/Boredom/,Negative,0.407,Boredom,0.258
,Ugz9BtFxvs2HB-IBflB4AaABAg,Matthew Warren,4 weeks ago,1.51077E+12,"i always knew there was no such thing as the political ""left""  and this guy just proves that. there's only the right and the extreme right.",0,FALSE,0,,,,,,,/Negative/Sadness/,Negative,0.4,Sadness,0.234
,UgzC0W0D7iCzbuo1M0F4AaABAg,Daddy Havoc,4 weeks ago,1.51077E+12,He looks like a no-necked wombat with the face like a baboons ass,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.468,Worry,0.23
,UgxEP405pn5Kv8vBEVB4AaABAg,Evil Fingers,4 weeks ago,1.51077E+12,Corporate Donors deserve the French Revolution treatment.,0,FALSE,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.46,Empty tweets / Garbage / No sentiments,0.613
