,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability,Level 2 label,Level 2 probability
UgxGeIv7wOB2qKoArjZ4AaABAg,Skankhuntt 42,1 month ago,1511034518847,Manson used to dress like an ACTUAL nazi lol,0,false,0,,,,,,,/Positive/Fun/,Positive,0.448,Fun,0.303
UgxuZB3IRZNodw_oH6l4AaABAg,J Thom,1 month ago,1511034518849,"Kinda reaching at straws, this writer, no?",3,true,1,,,,,,,/Negative/Hate/,Negative,0.568,Hate,0.238
,,,,,,,,UgxuZB3IRZNodw_oH6l4AaABAg.8ZtkLEUPgJc8ZtlhZxt49e,Testekill,1 month ago,1511034519148,It's what people like them do in order to get attention.,1,/Neutral/Surprise/,Neutral,0.432,Surprise,0.638
UgxOuWzpy9VsNmsLTx14AaABAg,Skankhuntt 42,1 month ago,1511034518853,Tyt... you are drunk go home.,2,false,0,,,,,,,/Negative/Worry/,Negative,0.411,Worry,0.229
UgzL-V6taGGKdyUxj5t4AaABAg,Ignez Maciel,1 month ago,1511034520233,Yeah.....she is beautiful and hugely talented.... it brings lots of envious people to attack her 😱😱😱,3,false,0,,,,,,,/Positive/Enthusiasm/,Positive,0.498,Enthusiasm,0.242
UgwGrMyd_DWUdWOVLbd4AaABAg,Blake Bayne,1 month ago,1511034520254,The things the left will pull out of their ass is too pathetic.,3,false,0,,,,,,,/Negative/Hate/,Negative,0.6,Hate,0.216
UgycKHXByFd4RwPhTjt4AaABAg,Michael Moretti,1 month ago,1511034520258,"This TYT video is more ridiculously worthless than any other TYT published this month, which is saying a LOT.",2,true,2,,,,,,,/Neutral/Surprise/,Neutral,0.576,Surprise,0.527
,,,,,,,,UgycKHXByFd4RwPhTjt4AaABAg.8Ztjh3J0cnY8ZtjwbHMuZx,Old Man,1 month ago,1511034520673,"Michael Moretti The ALT- right are the ones making the claim, TYT is just reporting it.",1,/Neutral/Surprise/,Neutral,0.349,Surprise,0.626
,,,,,,,,UgycKHXByFd4RwPhTjt4AaABAg.8Ztjh3J0cnY8Ztlof_3-My,Michael Moretti,1 month ago,1511034520679,Some random nobody made a stupid claim. So f***ing what? It's the internet - millions of stupid claims are made every day!,0,/Negative/Hate/,Negative,0.564,Hate,0.249
Ugzy-FpazA1LZmjELSh4AaABAg,Robert H. Goddard,1 month ago,1511034520266,It's okay to be white.,12,true,7,,,,,,,/Neutral/Surprise/,Neutral,0.362,Surprise,0.604
,,,,,,,,Ugzy-FpazA1LZmjELSh4AaABAg.8ZtjZ2KCTRM8Ztk1MNVgTi,Old Man,1 month ago,1511034520759,"WehrabooHunter Its ok to be black, white, brown or any other race",4,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.583,Empty tweets / Garbage / No sentiments,0.545
,,,,,,,,Ugzy-FpazA1LZmjELSh4AaABAg.8ZtjZ2KCTRM8Ztk3jtxDPS,Robert H. Goddard,1 month ago,1511034520761,"+Old Man

sure is!",4,/Neutral/Surprise/,Neutral,0.418,Surprise,0.597
,,,,,,,,Ugzy-FpazA1LZmjELSh4AaABAg.8ZtjZ2KCTRM8ZtmDK5XoQf,BadWebDiver,1 month ago,1511034520764,All Lives Matter (inc. Black Lives!),1,/Positive/Enthusiasm/,Positive,0.391,Enthusiasm,0.287
,,,,,,,,Ugzy-FpazA1LZmjELSh4AaABAg.8ZtjZ2KCTRM8ZtmJQJaK_n,Robert H. Goddard,1 month ago,1511034520766,"+BadWebDiver

👍",1,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,Ugzy-FpazA1LZmjELSh4AaABAg.8ZtjZ2KCTRM8Ztmqckz_GZ,MRostendway,1 month ago,1511034520768,Black lives matter!,0,/Neutral/Surprise/,Neutral,0.416,Surprise,0.51
,,,,,,,,Ugzy-FpazA1LZmjELSh4AaABAg.8ZtjZ2KCTRM8ZtneONONzJ,Nero The Terrible,1 month ago,1511034520770,MRostendway is a hate group,3,/Negative/Hate/,Negative,0.876,Hate,0.428
,,,,,,,,Ugzy-FpazA1LZmjELSh4AaABAg.8ZtjZ2KCTRM8Zto114rA6Z,Robert H. Goddard,1 month ago,1511034520774,"+MRostenway 

is the KKK, execpt racially the other way around.",1,/Neutral/Surprise/,Neutral,0.457,Surprise,0.58
UgwaxXQpfRPNKprMsYV4AaABAg,ghostmanriding,1 month ago,1511034520271,"**Heads up** 
There is a fluff BS story by these TYT stringers,and is a waste of 5 minutes.",4,false,0,,,,,,,/Negative/Hate/,Negative,0.607,Hate,0.228
UgxL_j4RCt1hlz179ct4AaABAg,Your Friendly Satanist,1 month ago,1511034520275,"Sounds to me like a bunch of alt right daddy dick suckers are really triggered in these comments. 
Discuss.",14,true,3,,,,,,,/Negative/Anger/,Negative,0.419,Anger,0.232
,,,,,,,,UgxL_j4RCt1hlz179ct4AaABAg.8ZtjRVny1Xe8Ztm24W6IIE,PM 2bunny,1 month ago,1511034520728,Your Friendly Satanist no really this video is just stupid,1,/Negative/Hate/,Negative,0.634,Hate,0.252
,,,,,,,,UgxL_j4RCt1hlz179ct4AaABAg.8ZtjRVny1Xe8ZuYYwvcBnj,Dragon1717,1 month ago,1511034520730,Does that trigger you?,0,/Negative/Worry/,Negative,0.396,Worry,0.245
,,,,,,,,UgxL_j4RCt1hlz179ct4AaABAg.8ZtjRVny1Xe8_5UrTSASjV,007kingifrit,1 month ago,1511034520733,sounds to me like tyt is grasping at straws ans you are for some reason not woke to this yet. ppl in the comments aren't right wing they are just making fun of the idiots at TYT,0,/Negative/Anger/,Negative,0.4,Anger,0.218
UgysRKL5lBNERQ_ypGh4AaABAg,darren yang,1 month ago,1511034520279,This marks the first time all members of the TYT panel is gay.,1,false,0,,,,,,,/Negative/Worry/,Negative,0.415,Worry,0.24
UgwquH-Xg6_Nbil8NQV4AaABAg,Crimson Halo,1 month ago,1511034520283,Only in America can a pop music 'scandal' this stupid take shape.,7,false,0,,,,,,,/Negative/Hate/,Negative,0.54,Hate,0.273
UgyOTwXMX6e4DdTzJOp4AaABAg,WorldPrez,1 month ago,1511034520288,"She's the biggest pop star right now, she's got fans of every type",5,false,0,,,,,,,/Positive/Fun/,Positive,0.373,Fun,0.226
UgyGvbzxtW8qWBEBJ_d4AaABAg,Chris Nyholm,1 month ago,1511034520292,Sees the shithole panel... instantly clicks away,7,true,5,,,,,,,/Neutral/Surprise/,Neutral,0.414,Surprise,0.501
,,,,,,,,UgyGvbzxtW8qWBEBJ_d4AaABAg.8ZthPCcbVb-8ZtiEm__Fuz,hansser3,1 month ago,1511034520836,"Chris Nyholm 
Go listen taylor swift then",0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.523,Empty tweets / Garbage / No sentiments,0.573
,,,,,,,,UgyGvbzxtW8qWBEBJ_d4AaABAg.8ZthPCcbVb-8ZtkAZqWNSt,TallyHo,1 month ago,1511034520856,But you had time to comment on the video... ???,1,/Neutral/Surprise/,Neutral,0.356,Surprise,0.684
,,,,,,,,UgyGvbzxtW8qWBEBJ_d4AaABAg.8ZthPCcbVb-8Ztm1gQpC2U,MoppyPuppy,1 month ago,1511034520859,TallyHo its takes maybe 5 seconds to comment.,0,/Neutral/Surprise/,Neutral,0.39,Surprise,0.55
,,,,,,,,UgyGvbzxtW8qWBEBJ_d4AaABAg.8ZthPCcbVb-8Ztp7XXoqLI,TallyHo,1 month ago,1511034520861,"MoppyPuppy it's kinda hard to claim ""instant"" dislike even if it only took 5 seconds to post. Liar liar   🔥👖🔥",1,/Negative/Hate/,Negative,0.471,Hate,0.238
,,,,,,,,UgyGvbzxtW8qWBEBJ_d4AaABAg.8ZthPCcbVb-8ZtpkI3-N-R,MoppyPuppy,1 month ago,1511034520864,"Disliking takes an instant. 
Its one click, I can prove it by doing the same to your comment.",0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.363,Empty tweets / Garbage / No sentiments,0.537
UgxeZqa_rh1h4iSBYsB4AaABAg,Longclaw22 -,1 month ago,1511034520297,Never liked her.,7,false,0,,,,,,,/Negative/Hate/,Negative,0.365,Hate,0.299
UgyytLiBC9s9iMzD01t4AaABAg,meme,1 month ago,1511034520300,"Remember: The Alt Right specifically and vocally has ""Made Things"" into an Alt Right symbol/thing. This is to confuse reality and laugh at their opponents as they go after straw men",6,true,1,,,,,,,/Positive/Relief/,Positive,0.396,Relief,0.337
,,,,,,,,UgyytLiBC9s9iMzD01t4AaABAg.8ZtgckkUPvC8ZtiS8jfmpI,hansser3,1 month ago,1511034520712,"meme 
Well, they are the ones accusing people of ""rewriting history""",0,/Negative/Hate/,Negative,0.345,Hate,0.228
UgzX0mE8rXsLe81i-x14AaABAg,Dee Moe,1 month ago,1511034520307,The Alt right can keep her...Coming Fo(u)rth? supports lack of education...LOL,3,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.398,Surprise,0.533
UgzS0TZBNXFX4vHpzph4AaABAg,DSPZulu,1 month ago,1511034520310,".. this isn't Taylor Swift ""denying someone their right to free speech"".  Its her exercising HER right to sue the person for defamatory, untrue statements that they were legally allowed to make.  

FFS.  Freedom of speech is not freedom from the consequences of saying stupid, legally actionable shit.",23,true,2,,,,,,,/Negative/Hate/,Negative,0.646,Hate,0.267
,,,,,,,,UgzS0TZBNXFX4vHpzph4AaABAg.8ZtfK8NZULJ8ZtiNhEpGoH,hansser3,1 month ago,1511034520896,"DSPZulu 
Agree",0,/Neutral/Surprise/,Neutral,0.543,Surprise,0.588
,,,,,,,,UgzS0TZBNXFX4vHpzph4AaABAg.8ZtfK8NZULJ8ZuDVYK6TgL,John Kimble,1 month ago,1511034520899,"Yeah the level of ignorance from these supposed adults is shocking. 
Think about it, they argue that racism should not be included as free speech but at the same time think stopping illegal slander is going against freedom of speech. That is like dumb high school student level stupidity.",0,/Negative/Anger/,Negative,0.54,Anger,0.252
Ugyp8y82AmrbXbwK5Pt4AaABAg,Gouky,1 month ago,1511034520316,TYT didn't denounce Armenian genocide today ... Do they support and promote it?,7,true,9,,,,,,,/Negative/Worry/,Negative,0.602,Worry,0.255
,,,,,,,,Ugyp8y82AmrbXbwK5Pt4AaABAg.8ZtfHzr4PAX8ZtfxHTHGZs,GamePro0012,1 month ago,1511034520801,Gouky What the hell does that have to do with Taylor Swift?,2,/Negative/Worry/,Negative,0.424,Worry,0.24
,,,,,,,,Ugyp8y82AmrbXbwK5Pt4AaABAg.8ZtfHzr4PAX8Ztg8oDipDS,Gouky,1 month ago,1511034520804,The fact that you don't see clear hypocrisy of TYT here is precious,2,/Neutral/Surprise/,Neutral,0.406,Surprise,0.604
,,,,,,,,Ugyp8y82AmrbXbwK5Pt4AaABAg.8ZtfHzr4PAX8ZtgFeJEfkH,petiyakanda,1 month ago,1511034520806,"Gouky Seems you lead a very sad life.     Hopefully, things will improve soon...",2,/Negative/Worry/,Negative,0.72,Worry,0.321
,,,,,,,,Ugyp8y82AmrbXbwK5Pt4AaABAg.8ZtfHzr4PAX8ZtgNEBsQR1,GamePro0012,1 month ago,1511034520808,Gouky Fallacy fallacy and ad hominem tu quoque. Just because they may have done something hypocritical doesn't mean their arguments are any less valid.,2,/Negative/Boredom/,Negative,0.413,Boredom,0.271
,,,,,,,,Ugyp8y82AmrbXbwK5Pt4AaABAg.8ZtfHzr4PAX8ZtgitvJVqL,GamePro0012,1 month ago,1511034520811,petiyakanda Thanks. His argument is a clear red herring.,2,/Neutral/Surprise/,Neutral,0.492,Surprise,0.6
,,,,,,,,Ugyp8y82AmrbXbwK5Pt4AaABAg.8ZtfHzr4PAX8ZtiXn2BPvW,hansser3,1 month ago,1511034520813,"Gouky 
You didnt denounce jew genocide now, are you denying it?",2,/Negative/Worry/,Negative,0.501,Worry,0.247
,,,,,,,,Ugyp8y82AmrbXbwK5Pt4AaABAg.8ZtfHzr4PAX8ZtmKOcom74,MoppyPuppy,1 month ago,1511034520815,"I understand what Gouky is saying, just because Taylor Swift didn't take the time to tweet against bad interpretations of her music does not make the accusations true.
TYT is Taylor Swift and the Alt-Right support accusations are accusations of TYT denying and celebrating the Armenian Genocide. I feel like this was obvious.",1,/Negative/Worry/,Negative,0.558,Worry,0.224
,,,,,,,,Ugyp8y82AmrbXbwK5Pt4AaABAg.8ZtfHzr4PAX8ZtmUd12v2E,BadWebDiver,1 month ago,1511034520818,You didn't deny being poorly educated today?  Does that mean you are?,1,/Negative/Worry/,Negative,0.667,Worry,0.243
,,,,,,,,Ugyp8y82AmrbXbwK5Pt4AaABAg.8ZtfHzr4PAX8Ztqm8aZTso,Depalesa Tshabalala,1 month ago,1511034520820,Amen,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
Ugy0ak-ZDGSq5Gm5ndZ4AaABAg,Spanish Inquisition,1 month ago,1511034520322,"You could argue, Taylor Swift has a face that appeals to nazi lovers. Personally I never liked her. She needs a Tan, some butt implants and some breast implants.",4,true,2,,,,,,,/Negative/Worry/,Negative,0.44,Worry,0.262
,,,,,,,,Ugy0ak-ZDGSq5Gm5ndZ4AaABAg.8ZtfG2apNR28ZtkH7qBDql,TallyHo,1 month ago,1511034520700,"Spanish Inquisition she has breast implants, shockingly.",0,/Neutral/Surprise/,Neutral,0.374,Surprise,0.634
,,,,,,,,Ugy0ak-ZDGSq5Gm5ndZ4AaABAg.8ZtfG2apNR28ZtnFeXxV36,Alexander Gonzalez,1 month ago,1511034520704,Spanish Inquisition Lol a tan?,0,/Positive/Fun/,Positive,0.476,Fun,0.311
Ugz3PzMWyMwMCAubxI94AaABAg,Gouky,1 month ago,1511034520328,Fascists were always on the left,6,true,5,,,,,,,/Negative/Sadness/,Negative,0.463,Sadness,0.236
,,,,,,,,Ugz3PzMWyMwMCAubxI94AaABAg.8Ztf43OEeuw8Ztg2Ju06dk,GamePro0012,1 month ago,1511034520878,"Gouky Wrong. They've always been considered far-right, at least since their rise in the early 20th century.",8,/Neutral/Surprise/,Neutral,0.386,Surprise,0.619
,,,,,,,,Ugz3PzMWyMwMCAubxI94AaABAg.8Ztf43OEeuw8ZtgFiEbmDb,The Young Turds,1 month ago,1511034520881,Authoritarians are leftists.,1,/Negative/Anger/,Negative,0.479,Anger,0.26
,,,,,,,,Ugz3PzMWyMwMCAubxI94AaABAg.8Ztf43OEeuw8ZthGTnC7yV,Quinton Jones,1 month ago,1511034520884,"The Young Turds authoritarianism can be politically neutral in the sense that all sides can be authoritarian no? 

All you really need is a side that wants control really.",3,/Negative/Worry/,Negative,0.399,Worry,0.243
,,,,,,,,Ugz3PzMWyMwMCAubxI94AaABAg.8Ztf43OEeuw8ZtiSSYVqvK,FJBRDALLAS,1 month ago,1511034520886,"Authoritarians are authoritarians, right or left makes little difference.",4,/Negative/Worry/,Negative,0.42,Worry,0.243
,,,,,,,,Ugz3PzMWyMwMCAubxI94AaABAg.8Ztf43OEeuw8Ztij_Z2qEx,hansser3,1 month ago,1511034520888,"Gouky 
Are you a leftist now?",2,/Neutral/Surprise/,Neutral,0.6,Surprise,0.73
UgxXQsij1IDKAo42BeZ4AaABAg,HeviNova,1 month ago,1511034520335,hahaha,1,false,0,,,,,,,/Positive/Happiness/,Positive,0.888,Happiness,0.429
UgxQKfnKdZZ2aSwXlOd4AaABAg,Randall Appleby,1 month ago,1511034520338,BloggerChick vs T.Swift in a cage match to the death MAKE IT HAPPEN TRUMP!!!,0,false,0,,,,,,,/Negative/Worry/,Negative,0.429,Worry,0.249
Ugx8ASQKodJPM2dGM_J4AaABAg,Emerita Uy,1 month ago,1511034520343,"that article is a new style of bullying just to put down Taylor swift.   to taylor......just shake it off...don't waste your time,... effort....money.....don't go down to their level.  Did it differ from Kanye, and all other singers and other personalities who wants to put you down....hhmmnnnn.   That is the prize of being popular, rich, talented, young, successful among other positive adjective to put beside your name....so just understand their agony.....I thought you are very much prepared and already numbed for all of these ....in fact your song is relatable to these event   ..call it what you want to ......please just raise them up to the Lord for he is the only one who can solve all the problems in his time.",3,false,0,,,,,,,/Negative/Worry/,Negative,0.587,Worry,0.221
UgzFQ7d0yt2pDYVmKox4AaABAg,Andrés CG,1 month ago,1511034521473,"I mean when someone LITERALLY calls you a nazi when you’re not, you would like to tone down their bullshit...",20,false,0,,,,,,,/Negative/Worry/,Negative,0.39,Worry,0.239
UgylQgTcZglLHMpBCjx4AaABAg,Marty Leo,1 month ago,1511034521476,"i guess it was only a matter of time before tyt called swift a nazi. by tyt standards she's pretty much the epitome of white supremacy except she's not a nazi, has never expressed nazi opinion, and has generally been an open and accepting person which naturally makes her an obvious target for mtv styled intersectional echo chambers like popass. word of caution. never watch, read, or listen to anything produced by a company that combines two trendy words together. your head will explode and dolphins will swim out of your asshole.",3,true,4,,,,,,,/Positive/Fun/,Positive,0.371,Fun,0.252
,,,,,,,,UgylQgTcZglLHMpBCjx4AaABAg.8Ztdp1aQ5ZZ8ZtgmmTNZum,DovahFem,1 month ago,1511034522191,"You clearly did not watch the video or skipped through it. The entire panel actually says that the blogger was reaching and that there was no sign of Nazi propaganda in any of Taylor Swifts videos. They never called her a Nazi. Not once. You're being hysterical in the comments over something that did not even happen. 
I bet you refer to the Left as reactionaries while you go ahead and leave uninformed comments like this one.

Take a look at your ridiculous reaction and try to watch something in its entirety before you spew nonsense in the comments section next time.",4,/Negative/Worry/,Negative,0.538,Worry,0.24
,,,,,,,,UgylQgTcZglLHMpBCjx4AaABAg.8Ztdp1aQ5ZZ8Ztit6qoUsj,hansser3,1 month ago,1511034522194,"DovahFem 
Ignore that people, they didnt even read the title of the videos, they just come here to say BS",1,/Negative/Hate/,Negative,0.407,Hate,0.25
,,,,,,,,UgylQgTcZglLHMpBCjx4AaABAg.8Ztdp1aQ5ZZ8ZtqI91ZKoM,Pete The Pict,1 month ago,1511034522196,"Marty Leo They didn't call her a Nazi you moron, the BLOGGER did..",1,/Negative/Worry/,Negative,0.518,Worry,0.244
,,,,,,,,UgylQgTcZglLHMpBCjx4AaABAg.8Ztdp1aQ5ZZ8ZtwdNbEWPB,Marty Leo,1 month ago,1511034522198,thats a rich comment. being called a moron by a person with a bumper sticker for a profile pic. go gettum tho you liberal warrior you.,0,/Neutral/Surprise/,Neutral,0.4,Surprise,0.709
UgyloyO4DJmnr4ZbA1Z4AaABAg,Muraad Mian,1 month ago,1511034521480,This is why The Young Turks is utter garbage wasting there time with total bullshit no one cares about I mean you can't even listen to music anymore without these progressive cunts sticking there nose up someones ass,5,true,4,,,,,,,/Negative/Hate/,Negative,0.684,Hate,0.222
,,,,,,,,UgyloyO4DJmnr4ZbA1Z4AaABAg.8Ztdn37YjHU8ZtewRW4ASG,The Young Turds,1 month ago,1511034522124,Muraad Mian let them stick their noses up everyone's ass. Let them expose themselves.,0,/Negative/Hate/,Negative,0.391,Hate,0.254
,,,,,,,,UgyloyO4DJmnr4ZbA1Z4AaABAg.8Ztdn37YjHU8ZtgmjOIbRe,Nashresi,1 month ago,1511034522128,Yet you two whining dickheads are here for every TYT video! One of you dummies identifies yourself as a TYT hating troll!,4,/Negative/Hate/,Negative,0.458,Hate,0.266
,,,,,,,,UgyloyO4DJmnr4ZbA1Z4AaABAg.8Ztdn37YjHU8ZtgyXPQk58,The Young Turds,1 month ago,1511034522134,Nashresi it doesnt take a genius to hate TYT.,0,/Negative/Hate/,Negative,0.684,Hate,0.308
,,,,,,,,UgyloyO4DJmnr4ZbA1Z4AaABAg.8Ztdn37YjHU8Ztj3XyK9yF,hansser3,1 month ago,1511034522139,"The Young Turds 
It doesnt need to be a genious neither to realize that you are founding them by giving them views",1,/Neutral/Surprise/,Neutral,0.466,Surprise,0.771
Ugx4Nb18ZivaLJTkx3p4AaABAg,Gangrel Aussie,1 month ago,1511034521485,"If Taylor Swift happened to get burned alive in a pile of manure, I would find that a poetic and fitting end to her and her music career.",8,true,3,,,,,,,/Negative/Worry/,Negative,0.461,Worry,0.279
,,,,,,,,Ugx4Nb18ZivaLJTkx3p4AaABAg.8ZtcXa0I8qP8ZtepQWbzDL,Nina Pearman,1 month ago,1511034522156,"Gangrel Aussie, she speaks highly of you too....",0,/Neutral/Surprise/,Neutral,0.49,Surprise,0.615
,,,,,,,,Ugx4Nb18ZivaLJTkx3p4AaABAg.8ZtcXa0I8qP8Ztfuj6CHJg,Gangrel Aussie,1 month ago,1511034522159,"Nina Pearman  I KNEW IT, I KNEW SHE SECRETLY LOVED ME FROM AFAR!!",0,/Positive/Love/,Positive,0.512,Love,0.4
,,,,,,,,Ugx4Nb18ZivaLJTkx3p4AaABAg.8ZtcXa0I8qP8ZtjqZ2Gcyj,Nina Pearman,1 month ago,1511034522162,"Gangrel Aussie, what’s not to love....",0,/Positive/Love/,Positive,0.384,Love,0.429
UgzdjpTP1KTPV1qbNKh4AaABAg,Trent Pan,1 month ago,1511034521489,Aryan Goddess Taylor Swift makes the left go REEEEEEEEEEE,7,false,0,,,,,,,/Positive/Happiness/,Positive,0.379,Happiness,0.24
UgytiFHi76yit9kRSxx4AaABAg,fandaal,1 month ago,1511034521494,"Taylor Swift is is a radiant white goddess, but she cannot reveal her true Aryan awesomeness out of fear. We have to liberate her.",10,true,1,,,,,,,/Negative/Worry/,Negative,0.434,Worry,0.255
,,,,,,,,UgytiFHi76yit9kRSxx4AaABAg.8ZtbPHpgVO88ZtcH-tY2ez,Erika Erikson,1 month ago,1511034522087,She needs to deny the allegations while drinking a quart of milk and blasting moon man's latest album.,0,/Neutral/Surprise/,Neutral,0.357,Surprise,0.596
Ugy_pxzzkTt5uNXHSed4AaABAg,The O,1 month ago,1511034521499,Rightys like pop music. Aw! How cute.,6,false,0,,,,,,,/Positive/Love/,Positive,0.521,Love,0.393
UgxA0iUxgRBsCqn0qU54AaABAg,a7xfabian,1 month ago,1511034521502,"The salt-rigths are just trolling Taylor Swift, since that's the only thing they do.",10,false,0,,,,,,,/Negative/Worry/,Negative,0.352,Worry,0.245
Ugw6WoE-1rqxmrJKRJp4AaABAg,#countryboycansurvive,1 month ago,1511034521506,Where do you dig up this garbage?   Taylor must have pissed off the wrong person to have all this shit coming at her. Is this the power Katy Perry has? lol,2,false,0,,,,,,,/Negative/Hate/,Negative,0.647,Hate,0.274
UgxyGtyvxZ1pc810b4h4AaABAg,rasnac,1 month ago,1511034521509,Taylof Swiftler indeed...,2,false,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.596,Empty tweets / Garbage / No sentiments,0.653
UgzhTpHFO812PJO4aYJ4AaABAg,Sarah -Smeg- Whyte,1 month ago,1511034521513,"If what's written in the blog isn't true then it's liable and her lawyer should step in. It's not a freedom of speech issue; Especially if all of the piece is negative (ie. The whole article is about Taylor Swift being a white supremacist).

(Disney thinks it's the same with their piece in the LA times but it seemed a pretty balanced piece of journalism to me, so it IS a freedom of speech issue.)",8,false,0,,,,,,,/Negative/Hate/,Negative,0.535,Hate,0.237
UgwYyHbUZNaCdPuUcyt4AaABAg,Anders Stöök,1 month ago,1511034521518,The Alt-Right likes  Muzak ?!,4,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.491,Surprise,0.575
UgxdQDYvWEe1N80HP-x4AaABAg,Chris Mancakes,1 month ago,1511034521521,This bitch made her money on her knees,1,true,1,,,,,,,/Negative/Hate/,Negative,0.569,Hate,0.291
,,,,,,,,UgxdQDYvWEe1N80HP-x4AaABAg.8Zt_eq6c4hE8Zti_hxeyxj,Sarina xo,1 month ago,1511034522107,"more like talents and smarts and determination and knowing what she wanted passionaltely and knowing she was gonna play in stadiums to big crowds, had a dream from a little girl and make it come actual real life. But Whatever",0,/Positive/Fun/,Positive,0.448,Fun,0.262
UgwAYYyawYtF0-1XOFB4AaABAg,Jack Harper,1 month ago,1511034521526,holy keks tyt being this retarded is great for memes,74,true,2,,,,,,,/Positive/Enthusiasm/,Positive,0.517,Enthusiasm,0.244
,,,,,,,,UgwAYYyawYtF0-1XOFB4AaABAg.8Zt_bkVx8pe8ZtafpYCYIH,The Young Turds,1 month ago,1511034522206,Jack Harper 4chan wont disappoint,15,/Negative/Sadness/,Negative,0.534,Sadness,0.242
,,,,,,,,UgwAYYyawYtF0-1XOFB4AaABAg.8Zt_bkVx8pe8Ztispq1DOu,Your Friendly Satanist,1 month ago,1511034522208,"Jack Harper 
And you'll never wonder why you're laughing alone... shame.",7,/Positive/Fun/,Positive,0.423,Fun,0.267
UgyjBQZFqe1BZRf2qYt4AaABAg,lukus black,1 month ago,1511034521531,"Taylor Swift sued someone? Say it isn't so! I wonder what makes her more money, her sales, or her lawsuits...",8,false,0,,,,,,,/Negative/Worry/,Negative,0.448,Worry,0.275
UgwkfsrTTdaAEH-ehAJ4AaABAg,Emeliana Tauanuu,1 month ago,1511034521533,full of bull,0,false,0,,,,,,,/Neutral/Surprise/,Neutral,0.404,Surprise,0.651
UgxY9Lt3mpoZME5oFC14AaABAg,Chris Mancakes,1 month ago,1511034521536,"Hmmmmmm, Damn bitch, just spit out if you can",0,false,0,,,,,,,/Negative/Hate/,Negative,0.584,Hate,0.259
UgxFBxZ0z_ErpzHMuSF4AaABAg,MrBibi86,1 month ago,1511034521542,anyone else hate weekend TYT??,9,true,4,,,,,,,/Negative/Hate/,Negative,0.715,Hate,0.334
,,,,,,,,UgxFBxZ0z_ErpzHMuSF4AaABAg.8Zt_0Fw3dFH8Zt_QqTHVQB,The Young Turds,1 month ago,1511034522068,MrBibi86 that's everyday for me and not just weekends,1,/Positive/Relief/,Positive,0.352,Relief,0.273
,,,,,,,,UgxFBxZ0z_ErpzHMuSF4AaABAg.8Zt_0Fw3dFH8Zta67vU5q9,MrBibi86,1 month ago,1511034522073,an yet you watch TYT videos??,1,/Neutral/Surprise/,Neutral,0.58,Surprise,0.765
,,,,,,,,UgxFBxZ0z_ErpzHMuSF4AaABAg.8Zt_0Fw3dFH8ZtaAi4Thb2,The Young Turds,1 month ago,1511034522075,MrBibi86 only for the comments.,1,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.429,Empty tweets / Garbage / No sentiments,0.564
,,,,,,,,UgxFBxZ0z_ErpzHMuSF4AaABAg.8Zt_0Fw3dFH8ZtaEEgCFIs,The Young Turds,1 month ago,1511034522078,"MrBibi86 and to understand how leftists are plotting to destroy my beloved nation. After all, this is the largest ""news"" show online.",1,/Negative/Anger/,Negative,0.46,Anger,0.217
Ugxm8AVmzzhEQzCqXol4AaABAg,Tripp393,1 month ago,1511034521550,The real reason she's getting these media attacks is because she's being asked to attack Trump by the industry and she's not doing it. So the smear campaign starts.,5,false,0,,,,,,,/Negative/Worry/,Negative,0.478,Worry,0.271
UgyIRY2NaYFbDmRBOiR4AaABAg,bumtree,1 month ago,1511034521555,Taylor Swift could easily deal with this by explicitly condemning white supremacy and the entire alt-right Nazi fuckhead movement - but a corporation would only do that if it made clear business sense to do so. In her case she's probably a closet racist anyway and hopes that this issue will quietly go away without her needing to expel any energy.,4,true,18,,,,,,,/Negative/Worry/,Negative,0.528,Worry,0.27
,,,,,,,,UgyIRY2NaYFbDmRBOiR4AaABAg.8ZtZsYgEbD88Zt_VBDFFPl,The Young Turds,1 month ago,1511034522340,bumtree She is a closet white nationalist. Whats wrong with that?,0,/Neutral/Surprise/,Neutral,0.452,Surprise,0.811
,,,,,,,,UgyIRY2NaYFbDmRBOiR4AaABAg.8ZtZsYgEbD88Zt_gvFqPv4,Robert Grant,1 month ago,1511034522343,"bumtree obese cenk is not even closeted , he is openly racist and named his fake news googling show after a group that has committed the Armenian genocide",3,/Negative/Worry/,Negative,0.457,Worry,0.224
